0,1,2,3
30,4,110,-12.0
30,4,131,-12.0
31,64,130,-12.0
31,68,127,-12.0
31,32,105,-12.0
32,58,135,-12.0
32,64,94,-12.0
32,64,101,-12.0
33,35,110,-12.0
33,37,120,-12.0
33,48,100,-12.0
33,48,120,-12.0
33,48,127,-12.0
33,15,129,-12.0
33,22,97,-12.0
33,60,103,-12.0
33,26,141,-12.0
33,82,141,-12.0
33,28,104,-12.0
33,3,130,-12.0
9,39,114,-12.0
9,11,88,-12.0
9,11,114,-12.0
9,44,133,-12.0
9,44,136,-12.0
9,52,123,-12.0
9,21,90,-12.0
9,21,133,-12.0
9,23,92,-12.0
9,68,122,-12.0
9,68,126,-12.0
9,68,138,-12.0
9,79,109,-12.0
9,79,119,-12.0
9,32,135,-12.0
9,10,94,-12.0
10,81,132,-12.0
10,81,133,-12.0
10,37,89,-12.0
10,46,124,-12.0
10,54,90,-12.0
10,54,93,-12.0
10,54,94,-12.0
10,61,121,-12.0
10,63,96,-12.0
10,63,138,-12.0
10,70,111,-12.0
10,73,131,-12.0
10,75,102,-12.0
34,37,89,-11.0
34,41,130,-11.0
34,49,111,-11.0
34,54,123,-11.0
34,77,135,-11.0
35,19,140,-11.0
35,6,101,-11.0
35,26,88,-11.0
35,71,108,-11.0
36,34,99,-11.0
36,34,141,-11.0
36,43,111,-11.0
36,15,90,-11.0
36,50,119,-11.0
36,6,132,-11.0
36,22,121,-11.0
36,57,87,-11.0
36,26,90,-11.0
36,26,118,-11.0
36,26,129,-11.0
36,82,131,-11.0
36,28,116,-11.0
36,3,114,-11.0
36,10,131,-11.0
81,19,94,-11.0
81,26,137,-11.0
81,28,113,-11.0
81,70,125,-11.0
81,71,107,-11.0
37,81,113,-11.0
37,26,118,-11.0
37,28,102,-11.0
37,71,116,-11.0
38,45,124,-11.0
38,58,109,-11.0
38,67,89,-11.0
38,67,129,-11.0
39,35,124,-11.0
39,35,130,-11.0
39,41,138,-11.0
39,46,116,-11.0
39,48,98,-11.0
39,48,120,-11.0
39,82,108,-11.0
39,82,126,-11.0
39,82,135,-11.0
39,75,127,-11.0
40,35,113,-11.0
40,37,91,-11.0
40,48,89,-11.0
40,48,108,-11.0
40,49,108,-11.0
40,19,112,-11.0
40,57,124,-11.0
40,57,132,-11.0
40,63,89,-11.0
40,63,93,-11.0
40,63,111,-11.0
40,66,140,-11.0
40,70,133,-11.0
40,71,108,-11.0
40,74,98,-11.0
40,76,112,-11.0
40,77,101,-11.0
41,60,132,-11.0
41,66,125,-11.0
42,46,87,-11.0
42,46,92,-11.0
42,19,88,-11.0
42,20,118,-11.0
42,22,141,-11.0
42,57,127,-11.0
42,26,127,-11.0
42,82,116,-11.0
42,3,96,-11.0
42,10,139,-11.0
11,38,111,-11.0
11,38,132,-11.0
11,44,105,-11.0
11,23,113,-11.0
11,58,140,-11.0
11,29,140,-11.0
11,31,95,-11.0
11,31,123,-11.0
43,81,89,-11.0
43,81,90,-11.0
43,81,135,-11.0
43,46,91,-11.0
43,46,129,-11.0
43,49,118,-11.0
43,19,131,-11.0
43,54,140,-11.0
43,61,138,-11.0
43,8,95,-11.0
43,71,108,-11.0
43,74,131,-11.0
43,76,88,-11.0
5,34,117,-11.0
5,34,126,-11.0
5,81,93,-11.0
5,39,105,-11.0
5,40,105,-11.0
5,41,89,-11.0
5,46,130,-11.0
5,46,140,-11.0
5,19,114,-11.0
5,20,91,-11.0
5,20,109,-11.0
5,20,114,-11.0
5,25,89,-11.0
5,25,107,-11.0
5,57,89,-11.0
5,57,127,-11.0
5,60,106,-11.0
5,61,136,-11.0
5,26,91,-11.0
5,26,108,-11.0
5,26,116,-11.0
5,8,105,-11.0
5,28,104,-11.0
5,28,129,-11.0
5,0,134,-11.0
5,3,139,-11.0
5,4,89,-11.0
44,68,118,-11.0
44,68,141,-11.0
44,79,112,-11.0
12,34,116,-11.0
12,37,129,-11.0
12,39,106,-11.0
12,39,122,-11.0
12,40,103,-11.0
12,46,93,-11.0
12,15,114,-11.0
12,50,97,-11.0
12,20,120,-11.0
12,22,94,-11.0
12,22,107,-11.0
12,22,130,-11.0
12,25,87,-11.0
12,57,88,-11.0
12,60,138,-11.0
12,8,103,-11.0
12,82,102,-11.0
12,28,121,-11.0
12,3,100,-11.0
12,3,122,-11.0
12,4,105,-11.0
12,4,136,-11.0
45,52,140,-11.0
45,67,121,-11.0
45,79,121,-11.0
46,35,118,-11.0
46,81,141,-11.0
46,19,135,-11.0
46,26,115,-11.0
46,8,105,-11.0
46,71,115,-11.0
13,34,106,-11.0
13,34,124,-11.0
13,34,131,-11.0
13,34,132,-11.0
13,35,141,-11.0
13,37,116,-11.0
13,39,138,-11.0
13,40,105,-11.0
13,43,95,-11.0
13,43,122,-11.0
13,46,88,-11.0
13,50,133,-11.0
13,19,88,-11.0
13,25,120,-11.0
13,57,87,-11.0
13,57,135,-11.0
13,61,131,-11.0
13,8,104,-11.0
13,82,88,-11.0
13,28,87,-11.0
14,52,89,-11.0
14,21,114,-11.0
14,64,119,-11.0
14,67,130,-11.0
14,67,137,-11.0
14,68,141,-11.0
14,79,129,-11.0
14,32,111,-11.0
47,34,118,-11.0
47,40,108,-11.0
47,40,117,-11.0
47,48,122,-11.0
47,19,131,-11.0
47,20,89,-11.0
47,54,141,-11.0
47,22,97,-11.0
47,57,113,-11.0
47,57,127,-11.0
47,61,136,-11.0
47,26,129,-11.0
47,28,120,-11.0
47,0,108,-11.0
47,10,87,-11.0
48,37,98,-11.0
48,37,111,-11.0
48,15,133,-11.0
48,57,124,-11.0
48,28,123,-11.0
48,66,116,-11.0
49,35,122,-11.0
49,26,98,-11.0
49,8,136,-11.0
49,71,111,-11.0
15,34,117,-11.0
15,35,127,-11.0
15,35,128,-11.0
15,49,124,-11.0
15,8,89,-11.0
15,28,91,-11.0
15,28,129,-11.0
15,71,112,-11.0
15,73,96,-11.0
15,73,102,-11.0
15,74,92,-11.0
15,74,128,-11.0
15,75,105,-11.0
15,76,95,-11.0
15,76,104,-11.0
15,76,120,-11.0
50,34,109,-11.0
50,19,97,-11.0
50,54,107,-11.0
50,28,93,-11.0
50,85,104,-11.0
16,40,101,-11.0
16,41,101,-11.0
16,41,102,-11.0
16,41,131,-11.0
16,48,121,-11.0
16,48,137,-11.0
16,15,91,-11.0
16,15,140,-11.0
16,20,136,-11.0
16,22,140,-11.0
16,57,94,-11.0
16,57,141,-11.0
16,26,94,-11.0
16,82,111,-11.0
16,82,125,-11.0
16,28,130,-11.0
16,0,133,-11.0
16,0,140,-11.0
16,4,87,-11.0
16,4,111,-11.0
16,4,135,-11.0
16,10,129,-11.0
17,37,100,-11.0
17,37,104,-11.0
17,40,113,-11.0
17,43,95,-11.0
17,43,105,-11.0
17,48,129,-11.0
17,15,88,-11.0
17,6,135,-11.0
17,6,138,-11.0
17,20,125,-11.0
17,54,93,-11.0
17,54,108,-11.0
17,54,122,-11.0
17,22,112,-11.0
17,57,89,-11.0
17,57,102,-11.0
17,26,126,-11.0
17,82,140,-11.0
51,37,139,-11.0
51,43,116,-11.0
51,46,108,-11.0
51,6,120,-11.0
51,20,136,-11.0
51,54,120,-11.0
51,26,127,-11.0
51,4,125,-11.0
51,4,126,-11.0
18,81,103,-11.0
18,37,137,-11.0
18,46,112,-11.0
18,19,136,-11.0
18,19,141,-11.0
18,6,98,-11.0
18,60,135,-11.0
18,28,91,-11.0
18,28,117,-11.0
18,3,105,-11.0
18,10,109,-11.0
52,58,95,-11.0
52,64,93,-11.0
52,64,140,-11.0
52,10,107,-11.0
53,19,120,-11.0
53,20,130,-11.0
53,54,109,-11.0
53,22,87,-11.0
53,22,136,-11.0
53,25,140,-11.0
7,52,91,-11.0
7,21,107,-11.0
7,64,120,-11.0
7,67,129,-11.0
7,68,131,-11.0
7,31,87,-11.0
7,31,90,-11.0
7,9,98,-11.0
20,35,93,-11.0
20,35,138,-11.0
20,37,102,-11.0
20,46,97,-11.0
20,26,102,-11.0
20,26,111,-11.0
20,82,90,-11.0
20,28,120,-11.0
20,65,101,-11.0
20,70,121,-11.0
20,71,140,-11.0
20,73,119,-11.0
20,73,133,-11.0
20,84,129,-11.0
21,38,96,-11.0
21,44,135,-11.0
21,23,89,-11.0
21,23,136,-11.0
21,31,87,-11.0
21,32,137,-11.0
21,10,95,-11.0
54,19,119,-11.0
54,19,130,-11.0
55,37,141,-11.0
55,43,140,-11.0
55,46,140,-11.0
55,15,89,-11.0
55,20,122,-11.0
55,22,130,-11.0
55,60,87,-11.0
55,10,99,-11.0
22,49,99,-11.0
22,6,88,-11.0
22,57,87,-11.0
22,63,126,-11.0
22,70,124,-11.0
22,73,140,-11.0
22,74,94,-11.0
22,74,109,-11.0
22,77,103,-11.0
22,77,114,-11.0
22,84,97,-11.0
56,34,109,-11.0
56,34,130,-11.0
56,15,120,-11.0
56,6,125,-11.0
56,20,105,-11.0
56,60,122,-11.0
56,8,123,-11.0
56,10,120,-11.0
23,39,93,-11.0
23,39,139,-11.0
23,45,111,-11.0
23,58,106,-11.0
23,58,111,-11.0
23,58,141,-11.0
23,67,111,-11.0
23,67,135,-11.0
23,68,110,-11.0
23,79,88,-11.0
24,81,109,-11.0
24,46,137,-11.0
24,15,113,-11.0
24,15,141,-11.0
24,20,99,-11.0
24,22,126,-11.0
24,60,88,-11.0
24,26,90,-11.0
24,8,141,-11.0
24,82,132,-11.0
25,34,105,-11.0
25,35,119,-11.0
25,81,111,-11.0
25,81,122,-11.0
25,37,135,-11.0
25,41,104,-11.0
25,46,136,-11.0
25,49,133,-11.0
25,57,115,-11.0
25,65,116,-11.0
25,74,121,-11.0
25,74,138,-11.0
25,77,112,-11.0
25,85,109,-11.0
25,85,135,-11.0
57,35,95,-11.0
57,37,138,-11.0
57,19,114,-11.0
57,8,136,-11.0
57,8,140,-11.0
57,69,114,-11.0
57,0,100,-11.0
57,3,140,-11.0
58,64,120,-11.0
59,46,105,-11.0
59,19,87,-11.0
59,19,125,-11.0
59,22,116,-11.0
59,57,107,-11.0
59,28,94,-11.0
60,35,107,-11.0
60,22,96,-11.0
60,8,107,-11.0
60,28,112,-11.0
60,63,94,-11.0
60,83,91,-11.0
60,71,98,-11.0
61,81,113,-11.0
61,57,112,-11.0
61,26,138,-11.0
61,8,94,-11.0
61,8,117,-11.0
26,70,90,-11.0
26,70,94,-11.0
26,70,141,-11.0
8,6,94,-11.0
27,35,129,-11.0
27,40,124,-11.0
27,48,129,-11.0
27,50,113,-11.0
27,50,120,-11.0
27,19,131,-11.0
27,20,109,-11.0
27,57,137,-11.0
27,60,103,-11.0
82,35,105,-11.0
82,60,124,-11.0
82,26,106,-11.0
82,26,108,-11.0
82,8,135,-11.0
82,77,130,-11.0
82,85,89,-11.0
82,85,113,-11.0
28,26,138,-11.0
28,8,132,-11.0
62,22,120,-11.0
62,4,94,-11.0
63,81,138,-11.0
63,20,140,-11.0
63,83,127,-11.0
64,67,135,-11.0
65,35,117,-11.0
65,46,111,-11.0
65,57,112,-11.0
65,57,135,-11.0
65,57,138,-11.0
65,83,121,-11.0
65,70,108,-11.0
66,35,106,-11.0
66,43,135,-11.0
66,15,131,-11.0
66,50,115,-11.0
66,26,89,-11.0
66,26,139,-11.0
66,8,106,-11.0
66,8,112,-11.0
66,63,139,-11.0
66,71,106,-11.0
66,75,106,-11.0
67,68,139,-11.0
67,79,103,-11.0
29,44,100,-11.0
29,52,88,-11.0
29,31,110,-11.0
69,34,90,-11.0
69,35,115,-11.0
69,81,122,-11.0
69,41,99,-11.0
69,48,105,-11.0
69,48,135,-11.0
69,19,121,-11.0
69,19,133,-11.0
69,54,105,-11.0
69,57,99,-11.0
69,57,112,-11.0
69,60,89,-11.0
69,60,94,-11.0
69,8,136,-11.0
69,82,96,-11.0
69,65,125,-11.0
69,71,87,-11.0
69,75,126,-11.0
69,75,136,-11.0
69,76,118,-11.0
69,76,140,-11.0
69,77,137,-11.0
83,34,91,-11.0
83,81,119,-11.0
83,37,118,-11.0
83,41,87,-11.0
83,46,121,-11.0
83,49,90,-11.0
83,19,117,-11.0
83,19,123,-11.0
83,6,124,-11.0
83,54,87,-11.0
83,60,87,-11.0
83,60,92,-11.0
83,26,89,-11.0
83,26,117,-11.0
83,82,90,-11.0
83,28,133,-11.0
83,63,100,-11.0
83,63,130,-11.0
83,63,140,-11.0
83,70,114,-11.0
83,74,122,-11.0
83,85,102,-11.0
71,6,107,-11.0
72,34,87,-11.0
72,81,88,-11.0
72,48,107,-11.0
72,48,108,-11.0
72,49,102,-11.0
72,49,121,-11.0
72,61,111,-11.0
72,26,111,-11.0
72,26,138,-11.0
72,65,121,-11.0
72,70,135,-11.0
72,71,91,-11.0
72,85,138,-11.0
73,35,110,-11.0
73,37,118,-11.0
73,41,112,-11.0
73,41,140,-11.0
73,46,127,-11.0
73,19,91,-11.0
73,57,125,-11.0
73,8,104,-11.0
73,66,105,-11.0
74,37,89,-11.0
74,49,95,-11.0
74,6,91,-11.0
74,66,137,-11.0
74,85,120,-11.0
74,85,124,-11.0
0,34,106,-11.0
0,34,115,-11.0
0,41,119,-11.0
0,41,140,-11.0
0,48,87,-11.0
0,6,130,-11.0
0,82,111,-11.0
0,76,94,-11.0
0,76,103,-11.0
0,84,111,-11.0
75,54,94,-11.0
75,28,141,-11.0
75,71,110,-11.0
76,34,89,-11.0
76,81,135,-11.0
76,82,122,-11.0
76,66,116,-11.0
76,74,98,-11.0
77,15,135,-11.0
77,19,98,-11.0
77,83,100,-11.0
78,34,137,-11.0
78,35,114,-11.0
78,19,101,-11.0
78,19,127,-11.0
78,60,119,-11.0
78,82,97,-11.0
78,82,124,-11.0
78,63,138,-11.0
78,74,95,-11.0
78,85,110,-11.0
78,85,116,-11.0
1,34,116,-11.0
1,43,87,-11.0
1,43,131,-11.0
1,46,135,-11.0
1,54,88,-11.0
1,22,102,-11.0
1,25,129,-11.0
1,57,127,-11.0
1,26,140,-11.0
84,37,110,-11.0
84,49,107,-11.0
84,19,119,-11.0
84,26,117,-11.0
84,82,120,-11.0
84,66,94,-11.0
84,85,138,-11.0
2,52,126,-11.0
2,58,124,-11.0
2,58,140,-11.0
2,67,96,-11.0
2,29,112,-11.0
2,68,111,-11.0
2,68,122,-11.0
2,79,91,-11.0
2,79,104,-11.0
2,10,125,-11.0
85,35,100,-11.0
85,81,113,-11.0
85,37,112,-11.0
85,46,133,-11.0
85,19,104,-11.0
85,25,107,-11.0
85,60,97,-11.0
85,60,103,-11.0
85,8,100,-11.0
85,28,123,-11.0
86,81,118,-11.0
86,37,120,-11.0
86,41,138,-11.0
86,46,110,-11.0
86,48,87,-11.0
86,48,89,-11.0
86,48,113,-11.0
86,48,140,-11.0
86,48,138,-11.0
86,60,119,-11.0
86,61,96,-11.0
86,28,134,-11.0
86,66,105,-11.0
86,70,89,-11.0
86,71,94,-11.0
86,71,120,-11.0
86,73,129,-11.0
86,75,90,-11.0
86,85,141,-11.0
30,81,93,-11.0
30,41,88,-11.0
30,41,96,-11.0
30,43,87,-11.0
30,48,91,-11.0
30,48,92,-11.0
30,48,132,-11.0
30,15,102,-11.0
30,15,120,-11.0
30,19,101,-11.0
30,6,112,-11.0
30,54,132,-11.0
30,25,90,-11.0
30,57,117,-11.0
30,28,116,-11.0
30,0,103,-11.0
30,4,130,-11.0
31,67,127,-11.0
31,10,117,-11.0
32,38,94,-11.0
32,45,125,-11.0
32,67,124,-11.0
32,79,89,-11.0
33,81,125,-11.0
33,43,127,-11.0
33,19,112,-11.0
33,19,117,-11.0
33,54,95,-11.0
33,22,141,-11.0
33,60,107,-11.0
33,60,120,-11.0
33,26,103,-11.0
33,4,117,-11.0
33,4,135,-11.0
9,39,117,-11.0
9,11,120,-11.0
9,45,125,-11.0
9,14,90,-11.0
9,14,96,-11.0
9,21,130,-11.0
9,23,113,-11.0
9,23,128,-11.0
9,64,93,-11.0
9,67,114,-11.0
9,29,109,-11.0
9,79,120,-11.0
9,79,123,-11.0
9,31,108,-11.0
9,31,131,-11.0
9,31,133,-11.0
9,10,89,-11.0
9,10,132,-11.0
10,35,133,-11.0
10,35,136,-11.0
10,46,107,-11.0
10,46,138,-11.0
10,54,113,-11.0
10,57,124,-11.0
10,63,87,-11.0
10,65,116,-11.0
10,74,111,-11.0
10,77,131,-11.0
10,84,105,-11.0
10,84,113,-11.0
34,35,112,-10.0
34,37,94,-10.0
34,37,140,-10.0
34,50,140,-10.0
34,60,138,-10.0
34,61,97,-10.0
34,26,105,-10.0
34,8,113,-10.0
34,82,103,-10.0
35,19,139,-10.0
35,6,116,-10.0
35,0,123,-10.0
36,43,123,-10.0
36,43,125,-10.0
36,46,111,-10.0
36,48,113,-10.0
36,15,108,-10.0
36,15,125,-10.0
36,20,104,-10.0
36,20,109,-10.0
36,20,112,-10.0
36,22,127,-10.0
36,25,90,-10.0
36,25,99,-10.0
36,57,125,-10.0
36,26,127,-10.0
81,35,90,-10.0
81,35,104,-10.0
81,19,123,-10.0
81,28,103,-10.0
37,35,120,-10.0
37,35,130,-10.0
37,81,111,-10.0
37,8,122,-10.0
38,44,135,-10.0
38,64,121,-10.0
38,68,140,-10.0
38,79,121,-10.0
38,79,125,-10.0
38,10,108,-10.0
39,35,131,-10.0
39,81,140,-10.0
39,26,129,-10.0
39,82,94,-10.0
39,82,113,-10.0
39,65,101,-10.0
39,73,94,-10.0
39,75,114,-10.0
39,76,102,-10.0
39,76,109,-10.0
40,34,128,-10.0
40,35,90,-10.0
40,35,120,-10.0
40,81,104,-10.0
40,37,122,-10.0
40,37,132,-10.0
40,37,137,-10.0
40,49,127,-10.0
40,6,140,-10.0
40,54,135,-10.0
40,26,120,-10.0
40,26,140,-10.0
40,65,95,-10.0
40,71,88,-10.0
40,74,135,-10.0
40,75,121,-10.0
41,35,97,-10.0
41,19,125,-10.0
41,6,125,-10.0
41,8,88,-10.0
42,35,123,-10.0
42,81,93,-10.0
42,6,91,-10.0
42,22,135,-10.0
42,57,96,-10.0
42,57,121,-10.0
42,60,140,-10.0
42,82,129,-10.0
42,28,107,-10.0
42,3,113,-10.0
42,4,125,-10.0
11,39,105,-10.0
11,14,127,-10.0
11,14,139,-10.0
11,58,114,-10.0
11,64,110,-10.0
11,68,114,-10.0
43,35,120,-10.0
43,81,122,-10.0
43,37,133,-10.0
43,37,138,-10.0
43,46,89,-10.0
43,19,105,-10.0
43,54,90,-10.0
43,8,111,-10.0
43,28,103,-10.0
43,28,138,-10.0
43,71,105,-10.0
43,73,123,-10.0
43,75,105,-10.0
43,84,121,-10.0
43,84,137,-10.0
5,35,127,-10.0
5,81,132,-10.0
5,37,114,-10.0
5,43,122,-10.0
5,48,132,-10.0
5,6,100,-10.0
5,25,140,-10.0
5,57,117,-10.0
5,60,91,-10.0
5,60,95,-10.0
5,60,138,-10.0
5,26,135,-10.0
5,82,113,-10.0
5,28,91,-10.0
5,28,114,-10.0
5,28,140,-10.0
5,0,116,-10.0
5,0,121,-10.0
5,0,139,-10.0
5,4,102,-10.0
5,10,99,-10.0
44,45,92,-10.0
44,64,129,-10.0
44,67,137,-10.0
44,68,91,-10.0
44,68,120,-10.0
44,10,141,-10.0
12,34,89,-10.0
12,39,93,-10.0
12,40,113,-10.0
12,41,112,-10.0
12,43,110,-10.0
12,43,116,-10.0
12,46,131,-10.0
12,48,93,-10.0
12,48,117,-10.0
12,15,94,-10.0
12,15,113,-10.0
12,50,87,-10.0
12,6,132,-10.0
12,22,110,-10.0
12,22,112,-10.0
12,25,95,-10.0
12,60,87,-10.0
12,61,121,-10.0
12,26,87,-10.0
12,26,113,-10.0
12,28,127,-10.0
12,0,98,-10.0
12,3,104,-10.0
12,3,105,-10.0
12,4,130,-10.0
12,4,132,-10.0
12,10,107,-10.0
12,10,124,-10.0
45,58,123,-10.0
45,58,129,-10.0
45,67,89,-10.0
45,68,98,-10.0
45,10,139,-10.0
46,81,103,-10.0
46,26,124,-10.0
46,71,125,-10.0
46,71,140,-10.0
46,0,116,-10.0
13,37,131,-10.0
13,46,138,-10.0
13,48,102,-10.0
13,15,96,-10.0
13,19,124,-10.0
13,54,113,-10.0
13,57,138,-10.0
13,60,115,-10.0
13,60,120,-10.0
13,82,104,-10.0
13,28,89,-10.0
13,28,109,-10.0
13,0,105,-10.0
13,0,115,-10.0
13,0,117,-10.0
13,3,89,-10.0
14,39,87,-10.0
14,39,111,-10.0
14,52,98,-10.0
14,21,133,-10.0
14,21,141,-10.0
14,58,103,-10.0
14,64,102,-10.0
14,67,117,-10.0
14,29,87,-10.0
14,68,129,-10.0
14,79,89,-10.0
14,79,120,-10.0
14,79,132,-10.0
14,31,87,-10.0
47,34,129,-10.0
47,46,118,-10.0
47,20,141,-10.0
47,22,141,-10.0
47,8,109,-10.0
47,8,123,-10.0
47,82,107,-10.0
47,10,106,-10.0
48,81,114,-10.0
48,43,102,-10.0
48,19,93,-10.0
48,22,95,-10.0
48,25,88,-10.0
48,28,131,-10.0
48,66,138,-10.0
48,71,137,-10.0
48,0,138,-10.0
48,3,135,-10.0
49,46,135,-10.0
49,19,120,-10.0
49,8,135,-10.0
15,46,140,-10.0
15,49,98,-10.0
15,19,105,-10.0
15,19,114,-10.0
15,19,139,-10.0
15,6,112,-10.0
15,6,140,-10.0
15,54,123,-10.0
15,61,125,-10.0
15,74,109,-10.0
15,74,141,-10.0
15,76,116,-10.0
15,84,103,-10.0
15,84,124,-10.0
15,84,127,-10.0
50,37,124,-10.0
50,41,115,-10.0
50,19,87,-10.0
50,19,98,-10.0
50,57,107,-10.0
50,8,91,-10.0
50,73,91,-10.0
50,73,114,-10.0
50,77,93,-10.0
50,84,129,-10.0
16,34,123,-10.0
16,40,136,-10.0
16,48,125,-10.0
16,15,93,-10.0
16,15,100,-10.0
16,15,109,-10.0
16,15,130,-10.0
16,19,139,-10.0
16,6,106,-10.0
16,54,115,-10.0
16,22,131,-10.0
16,57,140,-10.0
16,60,95,-10.0
16,60,106,-10.0
16,26,102,-10.0
16,82,103,-10.0
16,82,123,-10.0
16,28,87,-10.0
16,0,106,-10.0
16,4,141,-10.0
17,37,111,-10.0
17,40,125,-10.0
17,41,93,-10.0
17,43,120,-10.0
17,48,90,-10.0
17,20,105,-10.0
17,25,118,-10.0
17,26,105,-10.0
17,8,131,-10.0
17,82,87,-10.0
17,28,113,-10.0
17,0,111,-10.0
17,0,133,-10.0
17,3,103,-10.0
51,81,88,-10.0
51,81,110,-10.0
51,81,136,-10.0
51,37,136,-10.0
51,48,140,-10.0
51,48,141,-10.0
51,20,105,-10.0
51,54,99,-10.0
51,28,87,-10.0
51,10,114,-10.0
18,34,137,-10.0
18,81,113,-10.0
18,37,109,-10.0
18,40,118,-10.0
18,43,122,-10.0
18,43,140,-10.0
18,48,133,-10.0
18,15,110,-10.0
18,20,94,-10.0
18,57,118,-10.0
18,61,103,-10.0
18,8,136,-10.0
18,3,138,-10.0
18,4,114,-10.0
19,70,112,-10.0
19,70,141,-10.0
19,71,103,-10.0
52,58,110,-10.0
52,79,94,-10.0
52,79,105,-10.0
53,40,108,-10.0
53,15,117,-10.0
53,50,136,-10.0
53,57,87,-10.0
53,61,122,-10.0
7,38,106,-10.0
7,38,129,-10.0
7,39,117,-10.0
7,44,103,-10.0
7,14,127,-10.0
7,52,117,-10.0
7,23,134,-10.0
7,23,140,-10.0
7,29,91,-10.0
7,29,117,-10.0
7,79,105,-10.0
7,32,118,-10.0
7,9,110,-10.0
7,9,137,-10.0
7,10,95,-10.0
20,35,120,-10.0
20,35,129,-10.0
20,81,120,-10.0
20,37,88,-10.0
20,37,116,-10.0
20,37,137,-10.0
20,49,121,-10.0
20,19,141,-10.0
20,82,132,-10.0
20,65,137,-10.0
20,70,125,-10.0
20,73,129,-10.0
20,84,125,-10.0
20,85,95,-10.0
21,58,135,-10.0
21,67,111,-10.0
21,29,135,-10.0
21,68,130,-10.0
21,79,109,-10.0
21,32,96,-10.0
54,49,131,-10.0
54,49,135,-10.0
54,19,88,-10.0
54,19,95,-10.0
54,19,108,-10.0
54,6,104,-10.0
54,70,112,-10.0
55,81,113,-10.0
55,43,139,-10.0
55,48,116,-10.0
55,15,94,-10.0
55,20,97,-10.0
55,22,123,-10.0
55,57,123,-10.0
55,82,109,-10.0
55,82,117,-10.0
55,82,125,-10.0
55,3,120,-10.0
22,35,135,-10.0
22,37,127,-10.0
22,46,102,-10.0
22,48,100,-10.0
22,48,125,-10.0
22,8,105,-10.0
22,28,90,-10.0
22,70,105,-10.0
22,76,88,-10.0
22,76,100,-10.0
22,84,121,-10.0
56,40,129,-10.0
56,19,110,-10.0
23,38,111,-10.0
23,67,100,-10.0
23,29,105,-10.0
23,68,99,-10.0
23,68,112,-10.0
23,79,137,-10.0
23,79,139,-10.0
23,10,110,-10.0
24,34,102,-10.0
24,35,107,-10.0
24,37,117,-10.0
24,57,97,-10.0
24,3,107,-10.0
24,3,141,-10.0
25,35,97,-10.0
25,41,94,-10.0
25,54,119,-10.0
25,54,121,-10.0
25,60,130,-10.0
25,26,109,-10.0
25,26,136,-10.0
25,82,92,-10.0
25,28,97,-10.0
25,70,99,-10.0
25,71,113,-10.0
25,74,87,-10.0
25,75,92,-10.0
25,76,88,-10.0
25,76,137,-10.0
57,35,138,-10.0
57,81,107,-10.0
57,81,135,-10.0
57,50,108,-10.0
57,20,133,-10.0
57,26,95,-10.0
57,26,122,-10.0
57,0,127,-10.0
58,64,135,-10.0
58,67,115,-10.0
59,40,117,-10.0
59,43,129,-10.0
59,50,122,-10.0
59,54,88,-10.0
59,22,87,-10.0
59,10,141,-10.0
60,49,108,-10.0
60,49,135,-10.0
60,19,96,-10.0
60,22,140,-10.0
60,8,122,-10.0
60,71,122,-10.0
60,0,111,-10.0
61,41,108,-10.0
61,19,117,-10.0
61,6,88,-10.0
61,66,100,-10.0
61,83,103,-10.0
61,75,122,-10.0
26,70,136,-10.0
8,70,105,-10.0
8,71,94,-10.0
27,48,137,-10.0
27,50,91,-10.0
27,19,125,-10.0
27,20,129,-10.0
27,57,120,-10.0
27,60,111,-10.0
27,3,126,-10.0
27,4,107,-10.0
27,10,109,-10.0
82,35,119,-10.0
82,37,103,-10.0
82,61,97,-10.0
82,70,118,-10.0
82,85,111,-10.0
28,8,107,-10.0
28,70,116,-10.0
62,19,113,-10.0
62,22,117,-10.0
62,82,110,-10.0
63,35,112,-10.0
63,26,125,-10.0
63,3,138,-10.0
64,67,138,-10.0
64,68,130,-10.0
64,79,132,-10.0
65,34,138,-10.0
65,49,108,-10.0
65,19,117,-10.0
65,19,125,-10.0
65,25,89,-10.0
65,60,89,-10.0
65,82,89,-10.0
65,71,108,-10.0
66,46,119,-10.0
66,49,114,-10.0
66,50,112,-10.0
66,22,127,-10.0
66,25,125,-10.0
66,71,117,-10.0
66,0,132,-10.0
67,68,120,-10.0
29,38,118,-10.0
29,44,115,-10.0
29,52,100,-10.0
29,10,87,-10.0
69,34,109,-10.0
69,34,130,-10.0
69,34,135,-10.0
69,35,120,-10.0
69,81,121,-10.0
69,37,109,-10.0
69,37,121,-10.0
69,41,95,-10.0
69,46,87,-10.0
69,46,122,-10.0
69,46,134,-10.0
69,49,87,-10.0
69,19,122,-10.0
69,54,95,-10.0
69,54,141,-10.0
69,60,87,-10.0
69,60,91,-10.0
69,8,126,-10.0
69,8,135,-10.0
69,82,134,-10.0
69,73,120,-10.0
69,75,99,-10.0
69,77,95,-10.0
83,35,122,-10.0
83,35,138,-10.0
83,46,97,-10.0
83,57,112,-10.0
83,60,126,-10.0
83,82,93,-10.0
83,82,118,-10.0
83,82,131,-10.0
83,63,87,-10.0
83,65,87,-10.0
83,74,114,-10.0
83,84,109,-10.0
83,85,126,-10.0
83,85,137,-10.0
71,70,97,-10.0
72,35,95,-10.0
72,37,138,-10.0
72,48,111,-10.0
